department,urban.rural,treatment,ID_IE,year_survey,month_survey,Sex,Age,Year_HM_ttl,Year_HM_this_school,Highest_Degree,Highest_Degree_other,Degree_Teacher__1,Degree_Teacher__2,Degree_Teacher__3,Degree_Teacher__4,Degree_Teacher__5,Degree_Teacher__6,Degree_Teacher__7,Degree_Teacher__8,Teacher_Title__1,Teacher_Title__2,Teacher_Title__3,Teacher_Title__4,Multi_shift_G1__1,Multi_shift_G1__2,Multi_shift_G2__1,Multi_shift_G2__2,Multi_shift_G3__1,Multi_shift_G3__2,Multi_shift_G4__1,Multi_shift_G4__2,Multi_shift_G5__1,Multi_shift_G5__2,Multi_shift_G6__1,Multi_shift_G6__2,Multi_shift_G7__1,Multi_shift_G7__2,Multi_shift_G8__1,Multi_shift_G8__2,Multi_shift_G9__1,Multi_shift_G9__2,Number_Female_G1_Students_AM,Number_Male_G1_Students_AM,Number_Female_G2_Students_AM,Number_Male_G2_Students_AM,Number_Female_G3_Students_AM,Number_Male_G3_Students_AM,Number_Female_G4_Students_AM,Number_Male_G4_Students_AM,Number_Female_G5_Students_AM,Number_Male_G5_Students_AM,Number_Female_G6_Students_AM,Number_Male_G6_Students_AM,Number_Female_G7_Students_AM,Number_Male_G7_Students_AM,Number_Female_G8_Students_AM,Number_Male_G8_Students_AM,Number_Female_G9_Students_AM,Number_Male_G9_Students_AM,Number_Female_G1_Students_PM,Number_Male_G1_Students_PM,Number_Female_G2_Students_PM,Number_Male_G2_Students_PM,Number_Female_G3_Students_PM,Number_Male_G3_Students_PM,Number_Female_G4_Students_PM,Number_Male_G4_Students_PM,Number_Female_G5_Students_PM,Number_Male_G5_Students_PM,Number_Female_G6_Students_PM,Number_Male_G6_Students_PM,Number_Female_G7_Students_PM,Number_Male_G7_Students_PM,Number_Female_G8_Students_PM,Number_Male_G8_Students_PM,Number_Female_G9_Students_PM,Number_Male_G9_Students_PM,Number_of_Teachers,Vice_Headmaster,Multi_section_G2__1,Multi_section_G2__2,Multi_section_G7__1,Multi_section_G7__2,Enrol_Female_G1_AM,Enrol_Male_G1_AM,Enrol_Female_G2_AM,Enrol_Male_G2_AM,Enrol_Female_G3_AM,Enrol_Male_G3_AM,Enrol_Female_G7_AM,Enrol_Male_G7_AM,Enrol_Female_G8_AM,Enrol_Male_G8_AM,Enrol_Female_G9_AM,Enrol_Male_G9_AM,Enrol_Female_G1_PM,Enrol_Male_G1_PM,Enrol_Female_G2_PM,Enrol_Male_G2_PM,Enrol_Female_G3_PM,Enrol_Male_G3_PM,Enrol_Female_G7_PM,Enrol_Male_G7_PM,Enrol_Female_G8_PM,Enrol_Male_G8_PM,Enrol_Female_G9_PM,Enrol_Male_G9_PM,Dropout_Female_G1_AM,Dropout_Male_G1_AM,Dropout_Female_G2_AM,Dropout_Male_G2_AM,Dropout_Female_G3_AM,Dropout_Male_G3_AM,Dropout_Female_G7_AM,Dropout_Male_G7_AM,Dropout_Female_G8_AM,Dropout_Male_G8_AM,Dropout_Female_G9_AM,Dropout_Male_G9_AM,Dropout_Female_G1_PM,Dropout_Male_G1_PM,Dropout_Female_G2_PM,Dropout_Male_G2_PM,Dropout_Female_G3_PM,Dropout_Male_G3_PM,Dropout_Female_G7_PM,Dropout_Male_G7_PM,Dropout_Female_G8_PM,Dropout_Male_G8_PM,Dropout_Female_G9_PM,Dropout_Male_G9_PM,Transfer_Female_G1_AM,Transfer_Male_G1_AM,Transfer_Female_G2_AM,Transfer_Male_G2_AM,Transfer_Female_G3_AM,Transfer_Male_G3_AM,Transfer_Female_G7_AM,Transfer_Male_G7_AM,Transfer_Female_G8_AM,Transfer_Male_G8_AM,Transfer_Female_G9_AM,Transfer_Male_G9_AM,Transfer_Female_G1_PM,Transfer_Male_G1_PM,Transfer_Female_G2_PM,Transfer_Male_G2_PM,Transfer_Female_G3_PM,Transfer_Male_G3_PM,Transfer_Female_G7_PM,Transfer_Male_G7_PM,Transfer_Female_G8_PM,Transfer_Male_G8_PM,Transfer_Female_G9_PM,Transfer_Male_G9_PM,Repeat_Female_G1_AM,Repeat_Male_G1_AM,Repeat_Female_G2_AM,Repeat_Male_G2_AM,Repeat_Female_G3_AM,Repeat_Male_G3_AM,Repeat_Female_G7_AM,Repeat_Male_G7_AM,Repeat_Female_G8_AM,Repeat_Male_G8_AM,Repeat_Female_G9_AM,Repeat_Male_G9_AM,Repeat_Female_G1_PM,Repeat_Male_G1_PM,Repeat_Female_G2_PM,Repeat_Male_G2_PM,Repeat_Female_G3_PM,Repeat_Male_G3_PM,Repeat_Female_G7_PM,Repeat_Male_G7_PM,Repeat_Female_G8_PM,Repeat_Male_G8_PM,Repeat_Female_G9_PM,Repeat_Male_G9_PM,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__1,Internet_Place__2,Internet_Place__3,Internet_Place__4,Meal_Provision,Supplement_Class,Donor_Project__1,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,treatment_d,Highest_Degree_highschool,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_professorate,Number_G1_Students_AM,Number_G2_Students_AM,Number_G3_Students_AM,Number_G4_Students_AM,Number_G5_Students_AM,Number_G6_Students_AM,Number_G7_Students_AM,Number_G8_Students_AM,Number_G9_Students_AM,Number_G1_Students_PM,Number_G2_Students_PM,Number_G3_Students_PM,Number_G4_Students_PM,Number_G5_Students_PM,Number_G6_Students_PM,Number_G7_Students_PM,Number_G8_Students_PM,Number_G9_Students_PM,Number_G1_Students_AM_r,Number_G2_Students_AM_r,Number_G3_Students_AM_r,Number_G4_Students_AM_r,Number_G5_Students_AM_r,Number_G6_Students_AM_r,Number_G7_Students_AM_r,Number_G8_Students_AM_r,Number_G9_Students_AM_r,Number_G1_Students_PM_r,Number_G2_Students_PM_r,Number_G3_Students_PM_r,Number_G4_Students_PM_r,Number_G5_Students_PM_r,Number_G6_Students_PM_r,Number_G7_Students_PM_r,Number_G8_Students_PM_r,Number_G9_Students_PM_r,Number_total_Students,repeat_rate_g2_am,repeat_rate_g7_am,repeat_rate_g2_pm,repeat_rate_g7_pm,drop_out_rate_g2_am,drop_out_rate_g7_am,drop_out_rate_g2_pm,drop_out_rate_g7_pm,Donor_Project
SAN MIGUEL,Rural,Treatment,411211,2018,3,0,47,18,18,2,,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,11,12,14,12,14,13,10,19,19,14,9,10,15,10,7,14,12,15,9,10,NA,NA,NA,NA,NA,NA,9,13,6,10,4,9,8,8,10,12,11,1,0,0,0,0,16,14,12,13,8,17,8,13,12,17,10,10,0,0,NA,NA,NA,NA,7,11,11,12,10,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,23,26,27,29,33,19,25,21,27,19,NA,NA,NA,22,16,13,16,22,23,26,27,29,33,19,25,21,27,19,0,0,0,22,16,13,16,22,338,0.04,0,NA,0,0,0,NA,0,1
SAN MIGUEL,Rural,Treatment,413628,2018,2,1,50,21,18,2,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,9,13,11,6,11,8,8,13,10,15,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,NA,NA,NA,NA,NA,11,20,17,8,14,19,12,1,0,0,0,1,9,12,11,5,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,10,20,17,7,14,19,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,22,17,19,21,25,39,NA,NA,NA,NA,NA,15,NA,NA,NA,31,25,33,22,17,19,21,25,39,0,0,0,0,0,15,0,0,0,31,25,33,247,0.0625,NA,NA,0.1,0,NA,NA,0,1
SAN MIGUEL,Rural,Control,425149,2018,2,1,41,8,7,2,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,7,3,7,7,8,2,7,8,13,7,4,6,5,7,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,3,6,7,7,4,8,7,6,7,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,10,15,9,21,11,11,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,15,9,21,11,11,14,14,0,0,0,0,0,0,0,0,0,120,0,0,NA,NA,0.071428571,0,NA,NA,0
SAN MIGUEL,Rural,Treatment,413284,2018,2,1,46,9,9,2,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,8,8,11,10,7,8,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,9,9,9,8,9,9,14,14,13,2,0,0,0,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,16,21,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,17,18,28,16,21,15,21,0,0,0,0,0,0,0,0,0,17,18,17,18,28,171,0,NA,NA,NA,0,NA,NA,NA,1
SAN MIGUEL,Rural,Control,423312,2018,1,1,60,0,0,2,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,14,18,12,8,9,13,19,7,7,8,6,8,15,10,12,12,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,0,0,0,8,12,8,13,18,7,11,15,9,8,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,20,22,26,15,14,25,24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,20,22,26,15,14,25,24,16,0,0,0,0,0,0,0,0,0,194,0,0,NA,NA,0,0,NA,NA,0
SAN MIGUEL,Rural,Treatment,412040,2018,3,1,38,9,9,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,11,6,9,10,3,6,10,4,9,14,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,9,7,10,7,4,1,0,0,0,0,11,13,3,7,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,13,8,10,9,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,19,9,14,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,16,17,17,19,9,14,23,8,0,0,0,0,0,0,0,0,0,27,16,17,150,0,NA,NA,0,0,NA,NA,0,0
SAN MIGUEL,Rural,Treatment,411473,2018,2,0,59,3,3,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,10,9,12,10,NA,NA,NA,NA,5,7,11,12,15,10,8,8,11,5,NA,NA,NA,NA,9,10,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,13,9,9,11,NA,NA,9,10,13,10,8,7,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,19,22,NA,NA,12,23,25,16,16,NA,NA,19,22,NA,NA,NA,NA,NA,19,22,0,0,12,23,25,16,16,0,0,19,22,0,0,0,0,0,174,0,0,NA,NA,0,0,NA,NA,1
SAN MIGUEL,Rural,Control,426570,2018,2,0,57,9,7,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,6,9,6,10,9,15,10,13,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,10,4,11,8,9,6,7,1,0,0,0,0,12,4,16,3,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,8,12,8,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,15,16,24,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,19,15,15,16,24,23,16,0,0,0,0,0,0,0,0,0,19,14,19,15,161,0.105263158,NA,NA,0,0,NA,NA,0,1
SAN MIGUEL,Rural,Control,430323,2018,1,0,49,4,2,5,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,12,12,10,10,8,14,8,9,7,8,13,12,15,11,11,15,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,8,10,9,18,9,9,14,16,11,14,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,1,0,1,2,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,20,22,17,15,25,26,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,20,22,17,15,25,26,26,20,0,0,0,0,0,0,0,0,0,195,0,0.066666667,NA,NA,0,0.1,NA,NA,1
SAN MIGUEL,Rural,Control,430336,2018,1,0,48,10,10,2,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,11,11,14,20,14,11,14,13,8,10,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,23,18,7,13,4,1,0,0,0,0,20,20,13,12,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,8,15,11,9,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,34,25,27,18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,41,20,22,34,25,27,18,22,0,0,0,0,0,0,0,0,0,24,41,20,233,0.04,NA,NA,0,0,NA,NA,0,0
SAN MIGUEL,Rural,Control,426535,2018,2,1,43,17,0,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,8,13,11,9,9,14,10,7,11,14,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,10,19,12,12,8,1,0,0,0,0,10,9,9,14,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,11,13,11,8,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,20,23,17,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,29,24,21,20,23,17,25,22,0,0,0,0,0,0,0,0,0,18,29,24,199,0,NA,NA,0.034482759,0,NA,NA,0,1
SAN MIGUEL,Rural,Control,425856,2018,2,1,50,7,7,5,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,2,6,1,1,4,7,0,3,6,5,4,5,2,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,0,0,1,3,2,6,1,1,4,5,2,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4,8,2,11,3,11,9,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,11,3,11,9,5,11,0,0,0,0,0,0,0,0,0,64,0,0,NA,NA,0,0,NA,NA,1
SAN MIGUEL,Urbana,Control,424869,2018,1,0,56,15,15,2,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,16,18,19,20,20,19,22,14,19,12,23,18,26,26,17,13,17,13,2,9,5,0,NA,NA,NA,NA,NA,NA,4,2,5,4,6,4,20,16,21,2,0,0,1,0,20,16,18,19,15,18,12,16,14,14,0,0,5,9,1,1,NA,NA,5,9,16,26,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,34,39,39,36,31,41,52,30,30,11,5,NA,NA,NA,6,9,10,36,34,39,39,36,31,41,52,30,30,11,5,0,0,0,6,9,10,36,409,0,0,0,0,0,0,0,0,1
SAN MIGUEL,Urbana,Control,424475,2018,1,1,58,7,7,5,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,9,15,7,8,9,7,11,12,9,9,NA,NA,7,9,9,6,12,9,NA,NA,NA,NA,NA,NA,7,1,0,0,0,0,NA,NA,NA,NA,5,9,6,12,8,5,7,5,8,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,NA,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,NA,NA,17,NA,NA,NA,24,15,16,23,18,NA,16,15,21,NA,NA,NA,0,0,17,0,0,0,24,15,16,23,18,0,16,15,21,0,0,0,165,NA,0,0.1,NA,NA,0,0,NA,1
SAN MIGUEL,Urbana,Treatment,411705,2018,1,1,65,6,6,5,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,12,13,15,16,14,20,18,16,15,12,18,17,24,30,27,29,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,0,1,0,7,6,8,7,6,9,16,12,13,15,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,1,1,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,25,31,34,34,27,35,54,56,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,31,34,34,27,35,54,56,44,0,0,0,0,0,0,0,0,0,340,0.066666667,0.071428571,NA,NA,0,0.142857143,NA,NA,1
SAN MIGUEL,Urbana,Control,426020,2018,2,1,45,7,7,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,5,9,5,12,NA,NA,6,6,6,10,4,8,11,9,5,9,NA,NA,NA,NA,NA,NA,9,1,0,0,0,0,7,1,NA,NA,NA,NA,8,4,9,5,5,12,NA,NA,6,6,10,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,2,0,1,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,NA,NA,NA,NA,NA,12,14,17,NA,12,16,12,20,14,NA,NA,NA,8,0,0,0,0,0,12,14,17,0,12,16,12,20,14,0,0,0,125,NA,0,0,NA,NA,0.333333333,0,NA,1
SAN MIGUEL,Urbana,Control,426108,2018,1,1,42,8,8,2,,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,13,8,6,12,11,8,6,14,9,13,20,31,20,18,12,16,13,9,13,7,6,12,4,11,8,10,13,9,7,16,9,13,8,8,13,1,0,0,1,0,14,12,6,15,10,10,23,21,17,20,16,11,9,7,9,9,8,15,8,12,7,8,5,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,22,21,18,19,20,22,51,38,28,22,20,18,15,18,22,23,22,16,22,21,18,19,20,22,51,38,28,22,20,18,15,18,22,23,22,16,415,0,0.022727273,0,0.1,0.047619048,0,0,0.05,1
